SMILES,SMILES_state,NLL
CC(=O)N1CC(CC(=O)C(C)O)N(S(=O)(=O)c2ccc(Cl)cc2)c2ccc(Br)cc21,1,44.35
Cc1ccc(Cl)cc1NC(=O)CN(C)C(=O)CCCNC(=O)C12CC3CC(CC(C3)C1)C2,1,33.25
N#Cc1ccc(OCCCCCCCN2CCN(c3ccncc3)CC2)cc1,1,25.2
O=C(Nc1ccc2c(c1)OCO2)C1CN=C2CCCC(=O)C2C1c1ccc(Br)cc1,1,29.07
O=C1CC2Oc3c(O)ccc4c3C23CCN(CC2CC2)C(C4)C13OCc1ccc(O)cc1,1,27.62
O=C(NC12CC3CCC(CC(O)(C3)C1)C2)OCCCc1ccccc1,1,37.75
CN1CCN(C(=O)Cc2ccc(-c3cn(C)c4ccccc34)cc2)CC1,1,27.72
Cc1nc(C(C)C)c(Sc2ccc(Cl)cc2)n2cnc(C(=O)c3ccc(Cl)cc3)c12,1,38.18
CCC1C(=O)Nc2ccccc2N1C(=O)Nc1ccc(Cl)cc1,1,23.94
CC(C)N(CC(N)=O)Cc1ccc(-c2ccccc2CN2CCCCC2)cc1,1,28.61
O=C(N=c1cccc[nH]1)C1CCN(S(=O)(=O)c2cccc3nsnc23)CC1,1,22.94
CC1CC(C)CN(C(=O)CN2CC(C)(c3cccnc3)NC2=O)C1,1,25.87
O=c1c2c3c(sc2nc(-c2ccc(F)cc2)n1CCCO)CCC3,1,27.17
Cc1ncc([N+](=O)[O-])nc1C(=O)Nc1ccc(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)cc1,1,32.08
O=C(Cc1ccccc1)N=c1[nH]c2c(cnn2Cc2ccccc2)c2nc(-c3ccc(Br)cc3)nn12,1,31.22
CCCN(Cc1cc2ccc(OC)cc2[nH]c1=O)C(=O)c1ccc(Br)o1,1,27.4
COc1cccc(C(=O)C=Cc2ccc3cc(C)oc(=O)c3c2)c1O,1,33.13
CC1Cc2c(C#N)c(N3CC(Cc4ccccn4)CN(C)C3=O)nc(-c3ccc(Cl)cc3)c2CO1,1,41.03
Cc1csc(=NC(=O)CSc2nc3ncc(Br)cc3s2)[nH]1,1,25.29
Cc1cc(C)n(-c2cc(C)[nH]n2)n1,1,20.64
CCc1ccc(N(CC(=O)NCc2ccccc2)S(=O)(=O)c2ccc(OC)cc2)cc1,1,27.06
Cc1cc(COC2CCN(C(=O)NC3CCCCC3)CC2)n[nH]1,1,29.93
Cc1ccc(-c2ccccc2)n1C,1,19.54
CC1(C)SCCNC1=O,1,18.29
COc1cc(N)c(Cl)cc1C(=O)NC(C)CN1CCC(n2c(=O)[nH]c3ccc(Cl)cc32)CC1,1,25.18
O=C(Cc1cc(Cl)cc(Cl)c1)N1CCc2[nH]c3ccccc3c2C1c1ccc2c(c1)OCO2,1,34.87
Oc1c(Cl)cc(Cl)cc1CNc1cccc(Cl)c1F,1,26.54
Cc1cn2c(cnc3cnc(Oc4ccc(F)cc4F)cc32)n1,1,29.83
CCOc1cc2oc3c(OC)cc(OCC)c(Cl)c3c2c2c1C=CC(C)(C)O2,1,43.7
COc1ccc(C=C(C#N)n2nc3ccccc3n2)c2ccccc12,1,23.27
O=C(NCCCN1CCC(c2ccc(F)cc2)CC1)C1CCc2ccc(O)cc2C1c1cccnc1,1,33.01
CC(C)(C)n1cc(C(=O)O)c(=O)c2cc(N3CCCOCC3)ccc21,1,26.29
O=C(O)COc1ccc2sc(Cl)nc2c1,1,23.53
CC12CCC3C(=O)c4c(c(O)n(NC(=O)c5ccc(Br)cc5)c4O)C3(C1)C2=O,1,37.44
CC(CS)C(=O)NCCCCCCCOc1cc(O)cc(O)c1,1,29.98
O=C(NC1CC1)c1ccc(-c2cnc3ccc(=NCc4cc(F)c(Cl)cc4F)[nH]n23)cc1,1,29.47
CCC1(c2noc(C(C)(C)C)n2)CSCC(=O)N1CC1CC1,1,35.89
CC(=O)N(Cc1ccco1)C1CCN(CCc2cccs2)C1,1,24.3
CC(C)CC(CC(=O)N1CCCCC1)C(=O)NC(C(=O)c1ccc(C(F)(F)F)cc1)C(C)(C)C,1,35.76
O=c1c(-c2ccccc2F)c[nH]c2c(-c3ccc(OS(=O)(=O)c4ccccc4)cc3)cnn12,1,34.61
Cc1nc(Br)c(Br)cc1OCc1ccc(S(C)(=O)=O)cc1,1,34.36
O=C(c1ccccc1)c1ccc(O)c2c1CCC(N1CCC(c3ccccc3)CC1)C2,1,29.68
N#Cc1ccc2c(c1)COC2(CCC#CCNc1ccc2c(ccn2CCOc2ccccc2F)c1)c1ccccc1,1,51.41
CC1=C(CO)C2(C)CCC(C)C1CC=C2C(=O)O,1,32.72
CN1C(=O)C(CC(=O)NCCn2ccc3ccccc32)CC1CO,1,33.6
CC(C)(C)c1ccc(S(=O)(=O)Nc2ccc(CCC(=O)CN)cc2)cc1,1,32.55
CNC(=O)c1ccccc1-n1cc(C)nc1CCc1ccccc1,1,30.48
COc1ccc(CNC(=O)C[S+]([O-])Cc2nc(-c3cccc(OC)c3)oc2C)cc1,1,21.58
CCC(C)(C)CC1OC(CC(O)Cc2ccccc2)CC(=O)C(Sc2cc(C)c(NS(C)(=O)=O)s2)C1=O,1,53.81
Cc1cc(C)c(NC(=O)C2CCCN(c3nc4c(C)cc(C)cc4s3)C2)c(C)c1,1,27.33
O=C(Nc1ccc(OC(F)(F)F)cc1)c1cnc(N2CCOCC2)c(-c2cncnc2)c1,1,18.49
CN1CCN(c2cccc(NS(=O)(=O)c3ccc(-c4ccccc4)cc3)c2)CC1,1,21.93
N#Cc1ccc(C(=O)NCCSCc2ccc(F)cc2F)cc1,1,26.86
Cc1ccc(C)c(NC(=O)COC(=O)c2c(F)cccc2Cl)c1,1,24.66
COC(=O)c1ccc2[nH]c(C=Cc3cccc([N+](=O)[O-])c3)nc(=NCc3ccncc3)c2c1,1,38.26
Cc1ccccc1CN1CCc2cccc3c2C1CC3c1ccccc1,1,29.66
COC1(c2ccc(-c3[nH]c(=O)ccc3-c3ccc(F)cc3)c(C#N)c2)CCOCC1,1,33.17
c1cc(OCC2CCN2)c[nH]1,1,23.41
O=C1N=c2ccccc2=C1Cc1nc2ccccc2c(=O)n1-c1ccccc1,1,21.69
Clc1ccc2c(SCCN=C3CCCN3)c[nH]c2c1,1,23.57
N#Cc1c[nH]n(CCN=C2C(=O)c3ccccc3C(=O)C2Cl)c1=N,1,26.74
COc1ccc(N2CCN(C(=O)c3sc4nc(C)c(Cl)c(C)c4c3N)CC2)cc1,1,21.9
CCOC(=O)c1ccc(NS(=O)(=O)c2ccc3c(c2)NC(=O)CO3)cc1,1,21.88
S=c1[nH]nc(-c2cccc(Cl)c2)[nH]1,1,18.59
CCN(C(=O)c1cc2cccc(C)c2s1)C(C)(C)C,1,28.49
Cn1cc(-c2cc(S(C)(=O)=O)ccc2Oc2cccc(C#N)c2)c2cc[nH]c2c1=O,1,23.9
Oc1ccccc1C=Nc1ccccc1Cl,1,20.17
CCCCc1nnc(-c2c(=O)n(C)c(=O)n3c(C)cc(C)nc23)o1,1,36.44
CCC(C1CC1)n1cc(Cl)[nH]c(=Nc2c(OC)cc3[nH]cnc3c2F)c1=O,1,32.59
CCN(CC)CCCCNCCc1cc(C)cc2c1CCC2,1,31.76
CN(C)CC(O)c1c2ncc(-c3ccc4c(c3)NC(=O)CO4)cc2cc2nc(C(F)(F)F)oc12,1,40.74
N#Cc1cnn2cc(-c3ccccc3)c(-c3ccc(CN4CCC(n5c(=O)[nH]c6ccccc65)CC4)cc3)nc12,1,28.14
NC(=S)Nc1cccc(Br)c1,1,19.07
CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(F)c(F)c3)nc2n1,1,21.64
Cc1cc(N2CCC(NC(=O)c3cnn(C)c3C)C2)ccn1,1,29.29
CCc1c(OC)c(=O)ccn1CCCC(=O)N1CCc2c(F)ccc(-c3cc(CC(=O)O)ccc3OC(C)C)c2C1,1,40.05
CCOc1ccc(NC(=O)C(OC(=O)c2cccs2)c2ccccc2)cc1,1,23.27
Cc1ccccc1C(c1nnnn1CC1CCCO1)N1CCCN(C2CCC2)CC1,1,26.69
CCc1c(-c2cc(C(=O)O)ccc2Cl)c(-c2ccc(Cl)cc2)nn1Cc1ccccc1,1,29.99
Oc1cn(-c2cccc3ccccc23)c(=S)[nH]1,1,24.08
CC(SC(=CCn1cccc1)c1cccc(OCc2ccc(-c3ccccn3)cc2)c1)C(=O)O,1,38.27
CC(C)(C)C(=O)CNc1ccc(=NCc2ccncc2)[nH]c1,1,29.38
CCOC(=O)CC1C2C3=C(CCCC3)COC2C2CCC(C(=O)O)C21C,1,44.15
CN=c1[nH]c2ccc(S(=O)(=O)NC(=O)C(CCc3ccccc3)N3CCC(C(C)(O)CC(C)(C)C)CC3)cc2o1,1,41.62
COc1ccc(S(=O)(=O)N2CC3(CCOCC3)Cc3cc(Cl)ccc32)cc1,1,31.33
COc1cc(C=C2SC(=O)NC2=O)ccc1OCCCOC1CCCCC1,1,25.47
COc1cc(C(=O)OC[n+]2nc(C)n(Nc3ccccc3)c2-c2ccccc2)cc(OC)c1OC,1,35.12
CSC(=O)C1C(=S)SC(C)C1=Nc1cc(Cl)ccc1F,1,39.72
COC(=O)C1c2s[n+](C)cc2C2C3CNC(=S)N4CN(C(C#N)C1N2C)C34,1,49.53
CN=c1nc2c(=Nc3cc(C)ccc3Sc3ccccc3)[nH]cnc2c[nH]1,1,25.35
C=CC(C)(CCC1C(=C)CCC2C(C)(C(=O)OCc3ccccc3)CCCC12C)OO,1,30.12
O=C(CSc1nccn1Cc1ccc(F)cc1)NC1CCC(O)CC1,1,24.75
CCOc1ccccc1-c1csc(N2CCN(S(=O)(=O)c3ccccc3C(F)(F)F)CC2)n1,1,29.96
O=C(CN1C(=O)NC2(CCCc3ccccc32)C1=O)NC1CCCC1,1,20.43
O=C(c1ccc(Cl)cc1Cl)N(Cc1ccc(Cl)cc1)Cc1ccc(C(O)=NO)cc1,1,29.13
CCCN(CCCCNC(=O)c1ccc(-c2ccc(Cl)cc2Cl)o1)C1CCc2ccc(OC)cc2C1,1,30.01
CC1CCN(CCCOc2ccc3c(c2)NC(=O)N(c2ccccc2)C3c2ccc(Cl)cc2)CC1,1,27.59
CCCCN(Cc1cccc(Oc2ccccc2)c1)C(=O)N=c1[nH]cc(Cl)s1,1,27.07
OC1(C(F)(F)F)c2ccccc2-c2ccc(OCCc3ccc(F)cc3)cc21,1,24.56
C=CCN(CC)CCCOCCCc1ccccc1,1,28.59
CCc1ccc(-c2cc3ccccc3c(=O)o2)cc1,1,20.75
CC(=O)c1ccc(NC(=O)NCc2cccc(-c3cc(C(=O)NCC(N)=O)ccc3C)c2)cc1,1,40.59
Cn1c(C2CCN(S(C)(=O)=O)CC2)nc(=O)n1C,1,24.41
CC(C(=O)O)c1cccc(-c2ccc(Cl)cc2)c1Cl,1,26.82
CCOC(=O)C1CCN(S(=O)(=O)c2ccc(NC(=O)OC)c(OC)c2)CC1,1,27.07
COC12C(=COS(N)(=O)=O)c3c(O)c(N=C(C)c4ccc(Cl)cc4)c(C)c(O)c3N1CC1NC12,1,37.15
Cc1cnc(C(=O)OCC(=O)NNC(=O)Cc2ccc(Cl)cc2)cn1,1,27.82
C=CCc1cc2c([nH]c3ccc(OS(=O)(=O)c4c(C)cc(C)cc4C)cc32)c(CN2CCNCC2)c1O,1,45.67
O=c1ccc(OC2CC(N3CCCCC3)C2)nn1-c1cccc(C(F)(F)F)c1,1,27.45
COC(=O)Cc1ccc(NC(=O)N2CCC(Cc3ccccc3)CC2)cc1,1,22.22
CCC(C)C(=N)C(=O)N=C(Cc1c[nH]c2ccc(Cl)cc12)C(C)=O,1,44.13
COC(=O)c1cc(C(=CCCN2CCCCC2C(=O)O)c2ccc(OC)c(OCCCCCC(=O)O)c2)cc(C)c1OC,1,36.4
Cc1ccccc1NC(=O)Nc1ccccc1CNC(=O)C1CCCC1N=c1[nH]c(Cl)nc2[nH]cnc12,1,47.17
N#Cc1ccc(N=c2cc(Nc3ccc(Cl)cc3F)[nH]cn2)cc1,1,25.18
Cc1nn(-c2nc(=O)c3c([nH]2)CCCC3)c2c1C(c1cccs1)SC(C)C(=O)N2,1,29.06
COc1cc(-c2ccc(F)c(F)c2)c(F)cc1-n1c(=O)ccc2cc(S(=O)(=O)N=c3cco[nH]3)ccc21,1,21.56
N=c1[nH]cc(Cn2ccnc2)nc1C(=O)NCc1ccc(Cl)cc1,1,26.03
O=S1(=O)NCCN(c2cccnc2)c2ccc(Cl)c(Cl)c21,1,29.08
CCc1cccc2c(C(=O)c3cn(C)c4cc(-c5ccc(F)cc5)ccc34)cn(C3CCN(C)CC3)c12,1,39.25
O=C1CC(c2ccccc2Cl)c2ccccc2N1,1,20.53
CC1CCCCN1S(=O)(=O)c1ccc2c(c1)CCN2C(=O)C1CCC1,1,23.75
COC(=O)CCC(=O)Nc1ccc(-c2nc(-c3ccc(CNC(=O)C4CCC4)cc3)no2)cc1,1,39.1
CC(C)(CO)C(=O)Nc1cccc(OCC#CC(O)c2cccc(Oc3ccccc3)c2)c1,1,43.25
NC(=O)c1ccc2c(c1)[nH]c1nc(=Nc3ccc(OCCN4CCCC4)cc3)[nH]cc12,1,27.61
CC(C)=CCCC(C)=CCC(=O)c1nnn(C)n1,1,26.77
CCCCCCN1CCC(CNC(=O)c2cc(Cl)c(N)cc2OC)CC1,1,21.49
COC(=O)C(Cc1ccc(OCCc2ccccc2)cc1)NC(=O)c1ccc(Br)s1,1,27.82
CCOC(=O)C1(Cc2ccc(OC)c(OC)c2)CCCN(C(=O)CSc2nc(CC)n[nH]2)C1,1,32.72
CCCCCCC1CCC=C1c1nc(-c2ccc(-c3ccc(O)cc3F)o2)cs1,1,38.2
COc1cccc(C(=O)c2c(C[S+]([O-])c3ccccc3)csc2N)c1,1,30.97
CCN(c1ccc2c(c1)OCO2)S(=O)(=O)c1cc(C)c(C)cc1C,1,27.36
COc1ccc(C2CC(n3ccnc3)c3ccc(Cl)c(OC)c3O2)cc1,1,29.37
CCc1cc(=O)oc2nc(C)c(CCC(=O)NCc3ccc(C)cc3)c(C)c12,1,23.31
O=C(NC(COCc1ccccc1)C(=O)NC1c2ccccc2CC1O)OCc1ccccc1,1,25.26
O=C(O)c1ccc(Oc2ccc(CN3CC(=O)N(Cc4ccc5c(c4)C(=O)C4CCCCC54)C3=O)cc2)cc1C(=O)O,1,44.7
CCCCCCCCCc1ccc(C2COC3(C=CC(=O)C=C3)O2)cc1,1,25.0
COc1ccc(NCC(=O)NN=C(C)C(C)C)cc1,1,24.56
COc1ccc(S(=O)(=O)CCC(=O)Nc2cc(S(C)(=O)=O)ccc2Cl)cc1,1,27.61
O=C1CCc2c(OCC(=O)N3CCOCC3)cc(F)cc21,1,25.36
CC(C)N=c1[nH]c(SCc2cccc(Cl)c2)ncc1C(=O)Nc1ccc(F)cc1,1,29.72
CC(C)c1c(C(=O)N2CCN(C)CC2)nn(-c2ccccc2Cl)c1CC(C)C(C)C,1,36.4
ON=Cc1cc(-c2ccc(F)c(F)c2)cc(C=NNCCN2CCNCC2)c1O,1,36.86
COc1ccc(-n2[nH]c(C)c(C3C4=C(CC(C)(C)CC4=O)Oc4[nH]c(=O)[nH]c(=O)c43)c2=O)cc1,1,29.7
CC(=O)c1cccc(NC(=O)Cc2nc(=O)cc(N3CCc4ccccc4C3)[nH]2)c1,1,26.17
O=C(NCC(O)CN1CCc2ccccc2C1)c1cccnc1Oc1ccc(-n2cncn2)cc1,1,30.1
CCOC(=O)c1ccc(N(Cc2cccc(F)c2)S(C)(=O)=O)cc1,1,27.55
CCC(C)NC(=O)Cn1c(=O)c(-c2cccc(C)c2)cc2ccccc21,1,28.2
COc1ccc(OC)c(N(CC(=O)Nc2cccc(C)c2C)S(=O)(=O)c2ccc(F)cc2)c1,1,29.7
Cc1cccc(N=C2C(=O)c3[nH]cnc3C(=O)C2Cl)c1,1,21.36
CCC1(O)Cc2cc(O)c(O)cc2-c2cc3ccc(OC)c(O)c3nc21,1,31.33
O=C(c1ccccn1)N(Cc1cn(-c2ccccc2F)nn1)c1ccccc1,1,30.01
C=CCc1cc(C)cc(C=Nc2ccccc2CNCCOCCOCCOCCNC(=O)c2cc3cc4ccccc4c(O)c3c3c(=NCCCCCCCCNCc4cn(C5CC(O)C(CO)O5)c(=O)[nH]c4=O)c4ccccc4[nH]c23)c1O,1,79.98
CCCCOCCCN=c1cc(Oc2cc(C)c(C)cc2C)[nH]c(=N)[nH]1,1,32.9
CCOC(=O)N1CCN(CCOC(=O)c2cccc(N=C=S)c2)CC1,1,29.97
CCCC(C)c1n[nH]c(=NC(=O)CCCC(=O)c2ccccc2)s1,1,29.24
OC(CCN(Cc1ccccc1)Cc1ccc(Cl)cc1)c1ccc(Cl)cc1,1,26.6
CCOC(=O)C1=C(C)N=C(C)C(C(=O)OCCCCc2ccccc2)C1c1ccc(N)cc1,1,28.6
COC(=Cc1ccc(O)cc1)C(=O)Nc1ccc2c(C)cc(=O)[nH]c2c1,1,30.39
O=C(Nc1ccc(CCN2CCOCC2)cc1)c1ccc(-c2ccccc2)s1,1,26.96
O=C(N1CCC(n2cnc3ccccc3c2=O)CC1)C1(c2ccc(Cl)cc2)CC1,1,27.97
COc1ccc(N=c2cc[nH]cc2C)cc1,1,23.35
Cn1nc(-c2ccc(NC(=O)Nc3ccccc3)cc2)c2ccccc2c1=O,1,21.94
COc1ccc(CNC(=O)COC(=O)c2cccc(C)c2[N+](=O)[O-])cc1,1,22.84
CSC1=NC(=Cc2cccc(C(F)(F)F)c2)C(=O)S1,1,21.67
CCCCCCCCCCCSCCCCN1CCC(C(=O)NCCC)CC1,1,35.07
CNC1CC(C#N)c2cc(O)c(O)c(Cl)c21,1,28.48
O=C(O)c1nccnc1C(=O)NCCc1c[nH]c2ccc(-c3ccno3)cc12,1,40.18
COCCn1c([S+]([O-])Cc2ccccc2N(C)C)nc2ccccc21,1,26.09
CC=C(C)C(=O)OC1CC2(C)C=CC3(CC1N(C(=O)C1(C)CCc4c(C)c(O)c(C)c(C)c4O1)C3)OO2,1,53.53
C=Cc1ccc(Oc2cc(F)c3c(C)noc3c2)c(O)c1,1,33.75
CC(=O)c1cccc(NC(=O)NCC2CCN(Cc3cccc(Cl)c3)C2)c1,1,26.54
COc1ccc(C2CC(=O)c3c(OC)cc(C=CC(C)=CC=O)c(OC)c3O2)cc1,1,27.38
COc1cc(OC)cc(C(=O)N=C(CCCNC(N)NC(C)=O)C(=O)N2CCC(NC(=O)C(Cc3ccccc3)NC(=O)OC(C)C)C2)c1,1,50.49
O=C(c1cscn1)N1CCC(O)C1,1,24.2
CCN1CCN=C1NN=Cc1nc(C)ccc1O,1,27.1
CC(=O)N1CCC2=NC3CC3CC(c3ccccc3F)C2C1,1,35.61
C=CC12C=CC(=O)CC1=CCC1C2CCC2(C)C1CCC2C1(C)CC(Br)C(C)(O)O1,1,45.6
COc1cccc(C(=O)Nc2ccc(C(=O)C=Cc3ccccc3)cc2)c1,1,22.8
Cc1ccccc1NC(=O)c1[nH]c(=NC(=N)N)sc1C,1,28.95
COc1cc2c(cc1OC1OC(CO)C(O)C(O)C1O)-c1nc3cc(OC)c(OC)c(CCN(C)C)c3cc1CO2,1,34.91
CCN(CC)S(=O)(=O)c1ccc(Cl)c(C(=O)NC2CCCCC2)c1,1,24.5
Cn1cc(CN2CCCN(C(=O)c3ccccc3)CC2)c(-c2ccccc2)n1,1,25.3
CC(C)OC(=O)c1cn2[nH]cc([N+](=O)[O-])c(=Nc3ccc(C(=O)N4CCN(C)CC4)cc3F)c2n1,1,44.27
COc1ccc(CNCCNC(=O)Cc2nc(C(C)(C)C)n[nH]2)cc1OC,1,34.82
Cc1nn(CC(=O)Nc2cc(F)ccc2F)c(=O)c2ccccc12,1,23.73
Cc1cc(C)c(S(=O)(=O)N(CC(=O)NCCN2CCOCC2)Cc2ccccc2C)c(C)c1,1,28.8
CN=c1[nH][n+]([O-])c(S(=O)(=O)c2ccc(C)cc2)s1,1,24.79
O=C1NC2CCOC12,1,21.39
CCCCC1(CCCC)Cc2cc(C(=O)OCCCC(C)C)ccc2S(=O)(=O)N1,1,33.94
Cc1cccnc1-c1ccc(Cl)c(C(=O)N(C)Cc2ccc(Cl)cc2)c1,1,28.61
Cn1c(SCC(=O)N2N=C(c3ccc(Br)cc3)CC2c2ccccc2)nnc1-c1ccccn1,1,29.23
O=C1OC(c2cc(C(F)(F)F)cc(C(F)(F)F)c2)C2CCCC(CCC3CCNCC3)N12,1,32.14
NCCC(Cc1ccccc1)C(=O)NCc1ccc(O)cc1,1,25.21
COc1ccccc1C1CC(c2ccc(C)cc2C)C(c2ccc3c(c2)NC(=O)CO3)S(=O)(=O)N1,1,38.13
COc1cc(C=C2Oc3cc(O)ccc3C2=O)cc(OC)c1,1,20.06
CN1CCCC1c1nc(=O)c2c([nH]1)CN(c1ccccc1)CC2,1,32.59
Oc1ccc(N=c2[nH]c(-c3ccccc3)nc3ccccc23)cc1,1,19.55
O=C(Nc1ccc(Cc2cccnc2)cc1)c1ccc[nH]c1=O,1,25.94
COc1ccc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4)nc3n2)cc1CO,1,19.67
Cc1c(C=O)c2ccccc2n1CC(=O)O,1,21.47
CCOC(=O)COc1ccc2cc(-c3ccccc3)c(=O)oc2c1OC,1,26.99
Clc1cccc(CN=c2[nH]ccnc2-c2n[nH]c(=Nc3ccc4c(c3)CCC4)o2)c1,1,27.34
O=C1c2ccccc2C(=O)N1n1c(SCc2ccccc2)nnc1S(=O)(=O)c1ccccc1,1,26.25
COC1CC2C(CC1O)C1(C#N)CCN2Cc2cc3c(cc21)OCO3,1,30.86
CCN(CC)c1ccc2c(-c3cc(OC)c4c(c3)sc3ccccc34)c(-c3c(Cl)cccc3Cl)c(=O)oc2c1,1,48.59
CCn1c(=O)c2nsnc2c2cc(-c3ccc(O)cc3)ccc21,1,31.66
CCC(Cc1ccc(Br)cc1)C(N)=O,1,23.37
O=C(CN(Cc1ccccc1)S(=O)(=O)c1ccccc1)Nc1ccc2c(c1)OCO2,1,24.52
CN(C(=O)Oc1ccc2c(C(C)(C)C)cc(=O)oc2c1)c1ccccc1,1,25.53
COc1ccc(C(O)C2CCCN2)c(-n2cncn2)c1,1,30.86
NNC(=O)NCCCO,1,23.8
CCOC(=O)C1C=CC2(C)CCCC(C)(C)C2C1,1,29.23
O=C(Nc1ccc(CCN=c2[nH]cnc3ccccc23)cc1)NC1CCCCC1,1,27.29
COc1ccc(C(=O)c2sc3cc(-c4ccc(OC)c(N(C)C)c4)ccc3c2Br)cc1,1,42.09
Cc1ccc(-n2[nH]c(C3CCN(C(=O)C4(N)CCOC4)CC3)cc2=NC(=O)c2cnn3cccnc23)cc1,1,27.08
CN(C)CCNc1ccc2c(c1[N+](=O)[O-])CC1CCCN21,1,33.43
CCC(NCc1nncn1C1CC1)c1nnnn1-c1cccc(OC)c1,1,32.16
Cc1cc(C)n(-c2nc(=NC(=O)COc3ccccc3)cc(-c3nc4ccccc4[nH]3)[nH]2)n1,1,24.99
CN(C)C(=O)c1cccc(-c2ccc3[nH]nc(-c4cccc(N5CCC(F)(F)CC5)n4)c3c2)c1,1,31.2
CN1CCN(c2ccc(-c3csc(-c4nc5ccc(Cl)cc5[nH]4)c3)cc2)CC1,1,29.69
Cc1c(Cl)cccc1NC(=O)C(C)Sc1n[nH]c(=N)s1,1,24.15
COC(=O)C(Cc1ccc(C)c(C)c1)C(COC(=O)c1cccc(Oc2c(N)cc(Cl)cc2Cl)c1)OC(=O)Nc1ccc(Cl)cc1,1,55.79
O=C1CCCN1CCN1CCOC(Cn2ccnc2)C1,1,24.34
Nc1ccc(S(=O)(=O)NC(CO)C(O)c2ccccc2)cc1,1,24.16
CCOC(=O)c1cc(-c2ccc(=O)[nH]c2)nc2[nH]cnc12,1,29.28
COc1ccc(-c2cnc3nc(N4CCOCC4)nc(N4CCOCC4C)c3n2)cc1,1,22.9
COCCc1ccccc1NC(=O)Nc1cccs1,1,28.91
CNC(=O)C1=CC(=C(c2ccccc2)c2c(O)cc3ccccc3c2O)OS(=O)(=O)C1,1,42.15
COC1CCN(C(=O)NCc2c(C)cc(C)cc2C)CC1,1,23.21
O=C(NCc1ccncc1)C1CSCN1C(=O)CNC(=O)C12CC3CC(CC(C3)C1)C2,1,33.33
Cn1cnnc1-c1cccc(CN2CCCS(=O)(=O)CC2)c1,1,30.05
COC(=O)CCCCCCC(=O)Nc1cnn(Cc2ccc(C)c(NC(=O)c3ccc(C(F)(F)F)[nH]3)c2C)c1,1,45.08
O=C1c2cc(Br)ccc2OC(c2ccccc2)C1c1ccccc1,1,20.35
COc1ccc(C(NC(=O)NCc2ccccc2)C(=O)O)cc1OC,1,26.11
c1ccc(-c2cnc3cnc(-c4ccc(N5CCOCC5)nc4)cn23)cc1,1,24.56
C#CCN(C)C(C)Cc1ccc(OCCCCN2CCC(=O)CC2=O)cc1,1,32.61
COc1ccccc1NC(=O)CSc1nnc(C2CC2)n1C,1,20.72
O=C(Nc1ccc(N2CCCOCC2)cc1)N1CCOCC1,1,24.97
CC(=NNC(=O)c1nnn(-c2no[nH]c2=N)c1CN(C)C)c1ccccc1,1,21.6
COc1ccc2c3c1OC1C(=O)CCC4(OC)C(C2)N(CC2CC2)CCC314,1,21.14
COc1ccc2c(c1)c1c(n2C)CCN(C)C1CC(=O)O,1,27.04
O=C(COC(=O)c1ncc(Cl)c(Cl)c1Cl)NC(=O)NCC1CCCO1,1,25.92
COc1ccc2c(=O)c(-c3cccc(Oc4ccccc4)c3)c(O)oc2c1,1,23.83
COc1ccc(C=C2SC(=S)N(CC(=O)Nc3cccc4nsnc34)C2=O)cc1OC,1,28.36
CCNC(=O)Nc1ccc(-c2nn(CC)cc2-c2cc[nH]c(=NCC3CC3)n2)cc1,1,26.11
Cn1c(-c2ccc(S(C)(=O)=O)cc2)ccc1-c1ccccc1[N+](=O)[O-],1,28.27
CCCCCCCCCCCc1c(C)c(O)c2c([nH]c3cc(Cl)ccc32)c1O,1,36.91
CC(C)Oc1ccc2c3cc(OCC(=O)O)ccc3n(Cc3ccc(OCCO[N+](=O)[O-])cc3)c2c1,1,37.05
N=C(NCc1ccccc1)N[N+](=O)[O-],1,20.83
CC(C)Cc1ccc2[nH]cnc(=Nc3ccccc3)c2c1,1,23.95
COc1ccc(C(=O)N2CCC(c3cn[nH]c3)C2)cc1NS(=O)(=O)c1ccccc1,1,32.64
Cc1ccc2cc(C)c(SCC(=O)NC3CC3)nc2c1,1,26.71
CCN(CC)CC(O)CN(c1cccc(N)c1)S(=O)(=O)c1ccccc1,1,29.09
O=C(NCC(O)c1ccccc1)c1ccc[nH]c1=O,1,22.67
Cn1cc(S(=O)(=O)N2CCCCC2)cc1C(=O)NCc1cccs1,1,24.0
O=C(C[S+]([O-])CC(=O)N1CCN(C(=O)c2ccco2)CC1)Nc1ccc(F)cc1,1,26.33
O=C(C=Cc1ccccc1)Nc1ccc2c(=Nc3ccc(F)c(Cl)c3)[nH]cnc2c1,1,29.23
Fc1ccc(-c2[nH]c(-c3ccccc3Cl)c3c2C2CCC3C2)cc1,1,24.03
COc1ccc(OC)c(C=Cc2ccc(C(C)C(=O)c3cc(OC)c(OC)c(OC)c3)cn2)c1,1,37.57
OCC1OC(OCC2NC(O)C(O)C2O)C(O)C1O,1,23.7
O=Cc1ccc2c(n1)C(=O)C=CC2=O,1,19.5
Oc1ccc(OCCc2c[nH]cn2)cc1F,1,24.99
NC(=Nc1ccc(-c2ccc3ncc(COCc4ccccc4)n3n2)s1)c1ccccc1,1,37.48
Oc1cc(O)cc(Oc2ccc(Cl)cc2Cl)c1,1,21.17
